Index;Type; Price ;Area;Location;Property
16722;T2;244 900,00 €;111;Porto;Apartments
16723;T4;495 000,00 €;173;Porto;Apartments
16724;T2;350 000,00 €;85;Porto;Apartments
16725;T3;240 000,00 €;105;Set??bal;Apartments
16726;T2;750 000,00 €;108;Porto;Apartments
16727;T3;615 000,00 €;100;Lisboa;Apartments
16728;T1;190 000,00 €;49.12;Porto;Apartments
16729;T1;279 900,00 €;50;Lisboa;Apartments
1673;T3;325 000,00 €;137;Porto;Apartments
16730;T2;370 000,00 €;93.50;Porto;Apartments
16731;T1;210 000,00 €;55;Aveiro;Apartments
16732;T2;295 000,00 €;76.10;Lisboa;Apartments
16733;T2;398 000,00 €;134;Porto;Apartments
16734;T1;199 900,00 €;65.20;Porto;Apartments
16735;T3;650 000,00 €;150;Lisboa;Apartments
16736;T2;295 000,00 €;76.10;Lisboa;Apartments
16737;T2;398 000,00 €;134;Porto;Apartments
16738;T1;199 900,00 €;65.20;Porto;Apartments
16739;T3;650 000,00 €;150;Lisboa;Apartments
1674;T2;310 000,00 €;97;Faro;Apartments
16740;T5;1 500 000,00 €;200;Lisboa;Apartments
16741;T2;509 100,00 €;109.80;Porto;Apartments
16743;T2;228 000,00 €;97;Porto;Apartments
16744;T1;295 000,00 €;64.90;Ilha da Madeira;Apartments
16745;T1;225 000,00 €;68;Porto;Apartments
16747;T2;500 000,00 €;102.60;Porto;Apartments
16748;T1;191 000,00 €;46;Faro;Apartments
16749;T1;345 000,00 €;84.20;Ilha da Madeira;Apartments
16752;T3;199 500,00 €;74;Set??bal;Apartments
16753;T2;665 000,00 €;122.87;Faro;Apartments
16754;T3;200 000,00 €;80;Lisboa;Apartments
16755;T1;289 900,00 €;37.50;Lisboa;Apartments
16756;T2;169 000,00 €;56.30;Set??bal;Apartments
16757;T1;330 000,00 €;71.80;Ilha da Madeira;Apartments
1676;T1;500 000,00 €;44;Lisboa;Apartments
16764;T3;335 000,00 €;113;Aveiro;Apartments
16765;T2;450 000,00 €;95.70;Ilha da Madeira;Apartments
16766;T3;380 000,00 €;150;Set??bal;Apartments
16767;T1;350 000,00 €;52.90;Ilha da Madeira;Apartments
16768;T1;360 000,00 €;53.40;Ilha da Madeira;Apartments
16769;T2;420 000,00 €;92;Ilha da Madeira;Apartments
1677;T3;347 500,00 €;129;Lisboa;Apartments
16770;T1;140 000,00 €;63;Leiria;Apartments
16771;T2;420 000,00 €;92.40;Ilha da Madeira;Apartments
16772;T1;122 000,00 €;49;Leiria;Apartments
16773;T1;140 000,00 €;65;Leiria;Apartments
16774;T2;179 000,00 €;89;Leiria;Apartments
16775;T2;290 000,00 €;55;Lisboa;Apartments
16776;T3;565 000,00 €;131.50;Porto;Apartments
16777;T1;360 000,00 €;64;Ilha da Madeira;Apartments
16779;T2;450 000,00 €;92.30;Ilha da Madeira;Apartments
1678;T2;276 000,00 €;100;Lisboa;Apartments
16780;T2;199 900,00 €;80;Porto;Apartments
16781;T1;195 000,00 €;55;Braga;Apartments
16782;T2;135 000,00 €;85;Santar?©m;Apartments
16783;T5;970 000,00 €;200;Lisboa;Apartments
16784;T5;229 900,00 €;160;Apartamento para comprar: Castelo Branco;Apartments
16785;T3;249 500,00 €;125;Apartamento para comprar: Castelo Branco;Apartments
16786;T3;405 000,00 €;119.25;Lisboa;Apartments
16787;T3;410 000,00 €;132.50;Lisboa;Apartments
16788;T2;985 000,00 €;115.85;Lisboa;Apartments
16789;T2;810 000,00 €;115.85;Lisboa;Apartments
1679;T3;215 000,00 €;115;Lisboa;Apartments
16790;T4;515 000,00 €;134.70;Lisboa;Apartments
16791;T2;185 000,00 €;67.20;Set??bal;Apartments
16792;T3;320 000,00 €;145;Braga;Apartments
16793;T3;840 000,00 €;107;Lisboa;Apartments
16794;T2;905 000,00 €;134;Lisboa;Apartments
16795;T3;810 000,00 €;107;Lisboa;Apartments
16796;T2;895 000,00 €;131;Lisboa;Apartments
16797;T2;725 000,00 €;96;Lisboa;Apartments
16798;T1;330 000,00 €;35;Lisboa;Apartments
16799;T2;685 000,00 €;96;Lisboa;Apartments
168;T0;260 000,00 €;42.75;Porto;Apartments
1680;T2;215 000,00 €;70;Lisboa;Apartments
16800;T0;395 000,00 €;58;Lisboa;Apartments
16801;T1;380 000,00 €;46;Lisboa;Apartments
16802;T5;1 100 000,00 €;234;Lisboa;Apartments
16803;T2;1 100 000,00 €;93;Lisboa;Apartments
16804;T3;160 000,00 €;106.25;Santar?©m;Apartments
16805;T2;570 000,00 €;120;Lisboa;Apartments
16806;T3;115 000,00 €;102.80;Castelo Branco;Apartments
16807;T3;300 000,00 €;123.70;Set??bal;Apartments
16808;T3;445 000,00 €;136;Lisboa;Apartments
16809;T4;685 000,00 €;188.10;Porto;Apartments
1681;T2;195 000,00 €;95;Santar?©m;Apartments
16810;T2;189 500,00 €;75;Lisboa;Apartments
16811;T2;299 000,00 €;102;Porto;Apartments
16813;T3;285 000,00 €;106;Lisboa;Apartments
16814;T2;950 000,00 €;100;Faro;Apartments
16815;T2;390 000,00 €;141;Faro;Apartments
16816;T1;345 000,00 €;81.80;Lisboa;Apartments
16817;T2;455 000,00 €;130.05;Lisboa;Apartments
16818;T2;640 000,00 €;107;Lisboa;Apartments
1682;T2;235 000,00 €;125;Porto;Apartments
16821;T2;490 000,00 €;59;Porto;Apartments
16822;T2;150 000,00 €;65;Lisboa;Apartments
16823;T3;390 000,00 €;115;Aveiro;Apartments
16824;T2;189 500,00 €;75;Lisboa;Apartments
16825;T2;345 000,00 €;91;Aveiro;Apartments
16826;T1;210 000,00 €;55;Aveiro;Apartments
16827;T2;1 150 000,00 €;137;Lisboa;Apartments
16828;T3;375 000,00 €;122;Set??bal;Apartments
16829;T3;400 000,00 €;144.20;Porto;Apartments
1683;T4;795 000,00 €;208;Set??bal;Apartments
16830;T2;239 000,00 €;103.70;Porto;Apartments
16831;T5;799 000,00 €;222;Lisboa;Apartments
16832;T1;279 900,00 €;40.87;Lisboa;Apartments
16833;T3;205 000,00 €;109;Vila Real;Apartments
16834;T2;170 000,00 €;85;Vila Real;Apartments
16836;T2;750 000,00 €;118.16;Faro;Apartments
16837;T2;280 000,00 €;112;Braga;Apartments
16838;T1;162 000,00 €;47.94;Aveiro;Apartments
16839;T2;218 000,00 €;72.02;Aveiro;Apartments
1684;T2;198 000,00 €;116;Porto;Apartments
16840;T2;220 000,00 €;93.04;Aveiro;Apartments
16841;T1;143 000,00 €;47.94;Aveiro;Apartments
16842;T1;140 000,00 €;47.94;Aveiro;Apartments
16843;T1;165 000,00 €;47.94;Aveiro;Apartments
16845;T2;210 000,00 €;93.04;Aveiro;Apartments
16846;T2;200 000,00 €;93.04;Aveiro;Apartments
16847;T3;310 000,00 €;132;Porto;Apartments
16848;T4;500 000,00 €;184;Porto;Apartments
16849;T2;225 000,00 €;69.90;Set??bal;Apartments
1685;T2;530 000,00 €;90.78;Lisboa;Apartments
16850;T2;405 000,00 €;109;Faro;Apartments
16851;T3;539 000,00 €;124;Faro;Apartments
16852;T2;225 000,00 €;69.90;Set??bal;Apartments
16853;T2;225 000,00 €;69.90;Set??bal;Apartments
16854;T2;260 000,00 €;83.80;Set??bal;Apartments
16855;T2;390 000,00 €;110;Faro;Apartments
16856;T1;175 000,00 €;54;Aveiro;Apartments
16857;T4;650 000,00 €;234.03;Set??bal;Apartments
16858;T2;265 000,00 €;68;Aveiro;Apartments
16859;T2;675 000,00 €;67;Set??bal;Apartments
1686;T2;169 500,00 €;99;Porto;Apartments
16860;T1;295 000,00 €;40;Lisboa;Apartments
16861;T2;340 000,00 €;48.70;Ilha da Madeira;Apartments
16862;T1;270 000,00 €;45;Ilha da Madeira;Apartments
16863;T3;440 000,00 €;137;Porto;Apartments
16864;T2;445 000,00 €;65;Lisboa;Apartments
16866;T4;1 495 000,00 €;218;Lisboa;Apartments
16867;T2;320 000,00 €;137;Porto;Apartments
16868;T2;310 000,00 €;107;Aveiro;Apartments
16869;T2;368 369,00 €;80;Porto;Apartments
1687;T3;393 000,00 €;145;Porto;Apartments
16870;T1;289 900,00 €;33.75;Lisboa;Apartments
16871;T3;507 688,00 €;109;Porto;Apartments
16872;T1;341 000,00 €;42.60;Lisboa;Apartments
16873;T3;585 000,00 €;120;Lisboa;Apartments
16874;T3;1 573 200,00 €;304;Lisboa;Apartments
16875;T4;500 000,00 €;184;Porto;Apartments
16877;T2;220 000,00 €;91;Porto;Apartments
16878;T3;750 000,00 €;158.22;Lisboa;Apartments
16879;T1;140 000,00 €;78;Porto;Apartments
1688;T2;320 000,00 €;118;Porto;Apartments
16880;T1;260 000,00 €;64.80;Faro;Apartments
16881;T2;172 000,00 €;100;Santar?©m;Apartments
16882;T3;255 000,00 €;166;Set??bal;Apartments
16883;T2;172 000,00 €;94.45;Coimbra;Apartments
16884;T0;150 000,00 €;39.51;Braga;Apartments
16885;T5;695 000,00 €;185.88;Set??bal;Apartments
16886;T0;425 000,00 €;56;Lisboa;Apartments
16887;T3;486 000,00 €;134;Set??bal;Apartments
16888;T1;270 000,00 €;79;Ilha da Madeira;Apartments
16889;T3;460 000,00 €;134;Ilha da Madeira;Apartments
1689;T2;210 000,00 €;105;Porto;Apartments
16890;T3;556 096,00 €;109;Porto;Apartments
16891;T3;662 356,00 €;130;Porto;Apartments
16892;T3;690 692,00 €;144;Porto;Apartments
16893;T2;368 369,00 €;80;Porto;Apartments
16894;T3;689 512,00 €;144;Porto;Apartments
16895;T2;690 000,00 €;112.93;Lisboa;Apartments
16896;T3;632 839,00 €;130;Porto;Apartments
16897;T2;521 856,00 €;109;Porto;Apartments
16898;T2;475 000,00 €;93;Porto;Apartments
16899;T2;240 000,00 €;60;Porto;Apartments
169;T2;345 000,00 €;104;Porto;Apartments
1690;T2;195 000,00 €;86;Porto;Apartments
16901;T2;480 000,00 €;108;Faro;Apartments
16902;T3;215 000,00 €;105.90;Apartamento para comprar: Castelo Branco;Apartments
16903;T3;1 990 000,00 €;200;Lisboa;Apartments
16904;T3;420 000,00 €;128;Porto;Apartments
16905;T3;450 000,00 €;148;Porto;Apartments
16906;T2;660 000,00 €;80;Lisboa;Apartments
16907;T3;322 300,00 €;165;Ilha de S?£o Miguel;Apartments
16908;T1;210 000,00 €;65;Faro;Apartments
1691;T2;229 500,00 €;81;Lisboa;Apartments
16910;T3;255 000,00 €;172.70;Castelo Branco;Apartments
16911;T3;499 900,00 €;112.10;Set??bal;Apartments
16912;T3;330 000,00 €;142;Aveiro;Apartments
16913;T3;229 000,00 €;180;Aveiro;Apartments
16914;T3;229 000,00 €;155;Aveiro;Apartments
16915;T2;399 900,00 €;54;Lisboa;Apartments
16916;T3;435 000,00 €;117;Porto;Apartments
16917;T2;315 000,00 €;77;Porto;Apartments
16918;T2;272 500,00 €;64;Set??bal;Apartments
16919;T3;455 000,00 €;135;Porto;Apartments
1692;T2;227 500,00 €;100;Porto;Apartments
16920;T2;210 000,00 €;141;Braga;Apartments
16922;T3;450 000,00 €;159.30;Faro;Apartments
16923;T2;170 000,00 €;62.06;Viana do Castelo;Apartments
16924;T3;335 000,00 €;107.10;Braga;Apartments
16925;T3;335 000,00 €;107.10;Braga;Apartments
16926;T3;325 000,00 €;106.25;Braga;Apartments
16928;T3;140 000,00 €;106.50;Viana do Castelo;Apartments
16929;T2;327 500,00 €;75;Set??bal;Apartments
1693;T2;350 000,00 €;86.29;Porto;Apartments
16930;T3;480 000,00 €;139;Porto;Apartments
16931;T2;368 369,00 €;80;Porto;Apartments
16932;T2;507 688,00 €;109;Porto;Apartments
16933;T2;315 000,00 €;75.20;Porto;Apartments
16934;T3;1 400 000,00 €;162;Lisboa;Apartments
16935;T3;1 100 000,00 €;183;Lisboa;Apartments
16936;T3;275 000,00 €;135;Leiria;Apartments
16937;T3;300 000,00 €;148;Leiria;Apartments
16938;T3;195 000,00 €;95;Set??bal;Apartments
16939;T4;680 000,00 €;168.40;Lisboa;Apartments
1694;T4;210 000,00 €;135;Coimbra;Apartments
16940;T2;220 000,00 €;89.98;Porto;Apartments
16941;T2;225 000,00 €;89.98;Porto;Apartments
16942;T2;222 500,00 €;89.98;Porto;Apartments
16943;T3;255 000,00 €;108.06;Porto;Apartments
16944;T3;260 000,00 €;108.06;Porto;Apartments
16945;T3;260 000,00 €;108.06;Porto;Apartments
16946;T3;242 500,00 €;103.70;Porto;Apartments
16947;T2;675 000,00 €;104;Set??bal;Apartments
16948;T2;915 000,00 €;115.95;Lisboa;Apartments
16949;T2;780 000,00 €;115.95;Lisboa;Apartments
1695;T3;390 000,00 €;132;Lisboa;Apartments
16950;T2;845 000,00 €;115.95;Lisboa;Apartments
16951;T2;880 000,00 €;115.95;Lisboa;Apartments
16952;T2;845 000,00 €;115.95;Lisboa;Apartments
16953;T2;880 000,00 €;115.95;Lisboa;Apartments
16954;T2;810 000,00 €;115.95;Lisboa;Apartments
16955;T2;950 000,00 €;115.95;Lisboa;Apartments
16956;T2;985 000,00 €;115.95;Lisboa;Apartments
16957;T1;530 000,00 €;55.75;Lisboa;Apartments
16958;T1;490 000,00 €;55.75;Lisboa;Apartments
16959;T1;450 000,00 €;55.75;Lisboa;Apartments
16960;T1;470 000,00 €;55.75;Lisboa;Apartments
16961;T1;510 000,00 €;55.75;Lisboa;Apartments
16962;T1;550 000,00 €;55.75;Lisboa;Apartments
16963;T1;480 000,00 €;60.15;Lisboa;Apartments
16964;T1;560 000,00 €;60.15;Lisboa;Apartments
16965;T1;540 000,00 €;60.15;Lisboa;Apartments
16966;T2;780 000,00 €;115.95;Lisboa;Apartments
16967;T2;845 000,00 €;115.95;Lisboa;Apartments
16968;T2;810 000,00 €;115.95;Lisboa;Apartments
16969;T1;560 000,00 €;57.70;Lisboa;Apartments
1697;T3;298 000,00 €;126.60;Porto;Apartments
16970;T2;950 000,00 €;115.95;Lisboa;Apartments
16971;T2;880 000,00 €;115.95;Lisboa;Apartments
16972;T2;915 000,00 €;115.95;Lisboa;Apartments
16973;T3;960 000,00 €;108;Aveiro;Apartments
16974;T3;960 000,00 €;125;Aveiro;Apartments
16975;T3;795 000,00 €;134;Lisboa;Apartments
16976;T2;328 500,00 €;92;Porto;Apartments
16977;T1;545 000,00 €;88;Faro;Apartments
16978;T1;290 000,00 €;63;Porto;Apartments
16979;T1;270 000,00 €;76.30;Aveiro;Apartments
1698;T4;350 000,00 €;175;Porto;Apartments
16980;T3;720 000,00 €;187;Porto;Apartments
16982;T2;160 000,00 €;88;?âvora;Apartments
16983;T4;395 000,00 €;140;Porto;Apartments
16984;T2;274 000,00 €;119;Porto;Apartments
16985;T1;500 000,00 €;105.50;Set??bal;Apartments
16987;T3;535 000,00 €;263;Set??bal;Apartments
16988;T1;245 582,00 €;79.22;Porto;Apartments
16989;T3;360 000,00 €;163.74;Set??bal;Apartments
1699;T1;240 000,00 €;52;Porto;Apartments
16990;T3;195 000,00 €;107;Porto;Apartments
16991;T3;435 000,00 €;174;Lisboa;Apartments
16992;T2;180 000,00 €;78.52;Lisboa;Apartments
16993;T4;405 000,00 €;196.61;Lisboa;Apartments
16994;T3;490 000,00 €;228.49;Faro;Apartments
16995;T3;425 000,00 €;91.50;Porto;Apartments
16996;T4;589 000,00 €;148;Coimbra;Apartments
16997;T3;397 000,00 €;106.35;Faro;Apartments
16998;T3;365 000,00 €;106.35;Faro;Apartments
16999;T3;375 000,00 €;106.35;Faro;Apartments
17;T2;134 900,00 €;55;Set??bal;Apartments
170;T3;860 000,00 €;155;Lisboa;Apartments
1700;T3;567 500,00 €;138.75;Porto;Apartments
17000;T3;370 000,00 €;106.35;Faro;Apartments
17001;T2;127 500,00 €;73;Coimbra;Apartments
17002;T3;165 000,00 €;91.68;Santar?©m;Apartments
17003;T2;985 000,00 €;115.95;Lisboa;Apartments
17004;T2;220 000,00 €;91;Porto;Apartments
17005;T4;548 280,00 €;95.75;Aveiro;Apartments
17006;T3;715 360,00 €;186.80;Aveiro;Apartments
17007;T3;446 930,00 €;86.92;Aveiro;Apartments
17009;T2;700 000,00 €;121.90;Set??bal;Apartments
1701;T3;705 000,00 €;110;Lisboa;Apartments
17010;T5;675 040,00 €;140.25;Aveiro;Apartments
17011;T2;255 000,00 €;82.50;Aveiro;Apartments
17012;T2;375 680,00 €;92.25;Aveiro;Apartments
17013;T3;239 000,00 €;100;Porto;Apartments
17014;T3;530 060,00 €;108.93;Aveiro;Apartments
17015;T5;650 560,00 €;163;Aveiro;Apartments
17016;T3;284 000,00 €;140;Braga;Apartments
17017;T2;385 000,00 €;105;Ilha da Madeira;Apartments
17018;T3;399 900,00 €;86;Lisboa;Apartments
17019;T3;305 000,00 €;158;Porto;Apartments
1702;T0;179 000,00 €;34;Braga;Apartments
17020;T3;645 000,00 €;149;Set??bal;Apartments
17021;T2;240 000,00 €;152;Porto;Apartments
17022;T2;1 150 000,00 €;79;Lisboa;Apartments
17023;T2;390 000,00 €;74;Lisboa;Apartments
17024;T2;240 000,00 €;152;Porto;Apartments
17025;T2;1 150 000,00 €;79;Lisboa;Apartments
17026;T2;390 000,00 €;74;Lisboa;Apartments
17027;T2;284 000,00 €;100;Porto;Apartments
17028;T2;245 000,00 €;75.80;Aveiro;Apartments
17029;T2;370 000,00 €;110;Porto;Apartments
1703;T3;399 000,00 €;95;Lisboa;Apartments
17030;T3;400 000,00 €;180;Porto;Apartments
17031;T1;260 000,00 €;44;Porto;Apartments
17032;T1;290 000,00 €;55;Porto;Apartments
17033;T3;249 000,00 €;100;Faro;Apartments
17034;T3;236 500,00 €;112;Lisboa;Apartments
17035;T2;242 500,00 €;60;Lisboa;Apartments
17036;T3;218 500,00 €;122;Lisboa;Apartments
17037;T1;285 000,00 €;85;Faro;Apartments
17038;T3;465 000,00 €;169;Set??bal;Apartments
17039;T3;279 000,00 €;104.50;Braga;Apartments
1704;T2;298 000,00 €;105;Lisboa;Apartments
17040;T3;315 000,00 €;132;Porto;Apartments
17041;T2;267 000,00 €;105;Porto;Apartments
17042;T3;397 500,00 €;137.70;Porto;Apartments
17044;T3;245 000,00 €;166.40;Braga;Apartments
17045;T2;223 000,00 €;103;Porto;Apartments
17046;T3;590 000,00 €;155;Faro;Apartments
17047;T3;375 144,00 €;128;Faro;Apartments
17048;T2;273 252,00 €;85;Faro;Apartments
17049;T2;915 000,00 €;103;Lisboa;Apartments
1705;T2;275 000,00 €;80;Lisboa;Apartments
17050;T3;443 200,00 €;118;Aveiro;Apartments
17051;T3;446 560,00 €;119;Aveiro;Apartments
17052;T2;323 680,00 €;148;Aveiro;Apartments
17053;T3;424 480,00 €;81;Aveiro;Apartments
17054;T2;323 520,00 €;86;Aveiro;Apartments
17055;T3;431 985,00 €;87.55;Aveiro;Apartments
17056;T4;450 000,00 €;180.30;Porto;Apartments
17057;T2;500 000,00 €;80;Lisboa;Apartments
17058;T3;438 952,00 €;118.62;Aveiro;Apartments
17059;T3;545 000,00 €;128.70;Porto;Apartments
1706;T3;225 000,00 €;117;Set??bal;Apartments
17061;T2;245 520,00 €;67.32;Aveiro;Apartments
17062;T2;313 565,00 €;67.15;Aveiro;Apartments
17063;T1;360 000,00 €;48;Ilha da Madeira;Apartments
17064;T2;445 000,00 €;99;Faro;Apartments
17065;T4;685 000,00 €;188.10;Porto;Apartments
17066;T3;185 000,00 €;77;Lisboa;Apartments
17067;T2;247 050,00 €;71;Aveiro;Apartments
17068;T3;421 755,00 €;115;Aveiro;Apartments
17069;T2;257 950,00 €;63;Aveiro;Apartments
1707;T3;450 000,00 €;118.01;Porto;Apartments
17070;T3;517 125,00 €;125.59;Aveiro;Apartments
17071;T2;354 025,00 €;101.15;Aveiro;Apartments
17072;T3;415 245,00 €;113.85;Aveiro;Apartments
17073;T4;800 000,00 €;172.65;Porto;Apartments
17074;T3;660 000,00 €;150.50;Porto;Apartments
17075;T2;420 000,00 €;88.12;Porto;Apartments
17076;T2;410 000,00 €;88.12;Porto;Apartments
17077;T2;400 000,00 €;90;Porto;Apartments
17078;T3;540 000,00 €;125.86;Porto;Apartments
17079;T3;630 000,00 €;140.47;Porto;Apartments
1708;T3;400 000,00 €;148;Porto;Apartments
17080;T2;400 000,00 €;90;Porto;Apartments
17081;T3;525 000,00 €;127.48;Porto;Apartments
17082;T3;505 000,00 €;125.87;Porto;Apartments
17083;T2;360 000,00 €;90;Porto;Apartments
17084;T3;620 000,00 €;149.64;Porto;Apartments
17085;T3;570 000,00 €;140.44;Porto;Apartments
17086;T4;400 000,00 €;136.18;Porto;Apartments
17087;T1;152 500,00 €;75.50;Porto;Apartments
17088;T3;1 010 000,00 €;156;Lisboa;Apartments
17089;T2;650 000,00 €;95;Lisboa;Apartments
1709;T3;356 000,00 €;115.80;Porto;Apartments
17090;T3;1 050 000,00 €;182;Lisboa;Apartments
17091;T2;700 000,00 €;126;Lisboa;Apartments
17092;T2;685 000,00 €;126;Lisboa;Apartments
17093;T2;630 000,00 €;97;Lisboa;Apartments
17094;T3;685 000,00 €;134;Lisboa;Apartments
17095;T3;630 000,00 €;134;Lisboa;Apartments
17096;T1;255 000,00 €;70;Aveiro;Apartments
17097;T2;280 000,00 €;75;Porto;Apartments
17098;T3;290 000,00 €;151.85;Braga;Apartments
17099;T3;178 500,00 €;145;Leiria;Apartments
171;T3;1 050 000,00 €;145;Lisboa;Apartments
1710;T2;328 000,00 €;71.01;Porto;Apartments
17100;T3;520 000,00 €;127.80;Porto;Apartments
17101;T3;535 000,00 €;127.80;Porto;Apartments
17102;T3;552 000,00 €;104;Porto;Apartments
17103;T3;548 700,00 €;112;Porto;Apartments
17104;T3;490 700,00 €;105;Porto;Apartments
17105;T3;546 900,00 €;112;Porto;Apartments
17106;T3;509 600,00 €;104;Porto;Apartments
17107;T3;471 200,00 €;92;Porto;Apartments
17108;T4;818 000,00 €;165;Porto;Apartments
17109;T3;443 600,00 €;91;Porto;Apartments
1711;T2;179 000,00 €;48;Set??bal;Apartments
17110;T1;226 800,00 €;45;Porto;Apartments
17111;T4;817 100,00 €;165;Porto;Apartments
17112;T3;509 200,00 €;104;Porto;Apartments
17113;T2;421 200,00 €;91;Porto;Apartments
17114;T0;219 000,00 €;43;Porto;Apartments
17115;T0;212 000,00 €;40;Porto;Apartments
17116;T4;892 500,00 €;168;Porto;Apartments
17117;T4;899 700,00 €;173;Porto;Apartments
17118;T2;363 300,00 €;72;Porto;Apartments
17119;T3;481 100,00 €;99;Porto;Apartments
1712;T3;199 700,00 €;155.60;Santar?©m;Apartments
17120;T3;575 900,00 €;118;Porto;Apartments
17121;T0;211 000,00 €;41;Porto;Apartments
17122;T0;222 000,00 €;43;Porto;Apartments
17123;T4;898 200,00 €;173;Porto;Apartments
17124;T2;189 000,00 €;87;Porto;Apartments
17125;T2;381 600,00 €;83;Porto;Apartments
17126;T2;405 600,00 €;84;Porto;Apartments
